W/L,Win_Margin,Away,Home,Year,Point_Differential,RW,GF/GP,GA/GP,Total_goal_differential,PP%,PK%,Net PP%,Net PK%,Shots/GP,SA/GP,Shot_Differential,FOW%,Win% 1 Goal Game,Win% 2 Goal Game,Win% 3 Goal Game,Wins 1 Goal Game,Wins 2 Goal Game,Wins 3 Goal Game,Loss 1 Goal Game,Loss 2 Goal Game,Loss 3 Goal Game,SF GP,W% SF,W% TF,PIM,Pen Drawn/60,Pen Taken/60,Net Pen/60,Bench,Minor,Major,Match,Msct,G Msct,GF in P1,GA in P1,GF in P2,GA in P2,Wins Lead 1P,Loss Lead 1P,Ties Lead 1P,OT Loss Lead 1P,Win% Lead 1P,Wins Lead 2P,Loss Lead 2P,Ties Lead 2P,OT Loss Lead 2P,Win% Lead 2P,Wins Trail 1P,Loss Trail 1P,Ties Trail 1P,OT Loss Trail 1P,Win% Trail 1P,Wins Trail 2P,Loss Trail 2P,Ties Trail 2P,OT Loss Trail 2P,Win% Trail 2P
0,-4,NYR,ATL,2007,3,-1,0.07,0.37,-0.3,-2,-4,-3,-4.4,-1.8,3.1,-4.9,3,0.057,0.235,-0.256,1,4,-4,-5,-4,7,-1,-0.053,0.097,-12,0.09,-0.1,0.18,2,-3,-12,0,2,3,5,14,-13,4,0,-2,0,1,0.022,-3,1,0,0,-0.044,5,2,0,-1,0.117,-1,3,0,-1,-0.039
1,3,PIT,OTT,2007,0,13,0.23,-0.3,0.53,-2.4,2.4,-2.6,3.4,3.4,-0.7,4.1,3.3,-0.255,0.129,0.217,-15,6,10,5,0,-4,5,0.076,-0.109,-76,-0.87,-0.49,-0.38,-13,-35,-2,0,2,1,5,-7,13,-9,5,-2,0,-2,0.113,8,5,0,-1,-0.048,-2,0,0,-3,0.009,-2,-2,0,0,-0.046
1,2,CGY,DET,2007,17,7,-0.04,-0.37,0.33,-1.1,4.2,-2.7,3.4,6.5,-5.9,12.4,5.2,0.095,0.191,-0.036,3,2,2,-7,-5,2,-4,0.11,0.096,-222,-0.54,-0.69,0.15,1,-27,-26,0,-5,1,-15,-15,3,-3,-5,-2,0,3,-0.065,5,0,0,2,-0.041,5,-3,0,-2,0.227,5,-4,0,0,0.173
1,3,MIN,ANA,2007,6,8,0.36,0.17,0.19,3.4,-0.9,4.6,-2.5,1.9,-1.4,3.3,4.3,-0.079,0.359,-0.056,-2,4,-2,-1,-6,1,7,-0.024,-0.027,595,1.35,1.93,-0.59,9,81,57,0,9,4,7,-3,17,5,-1,-1,0,4,-0.091,4,0,0,5,-0.124,-2,-5,0,1,0.027,0,-4,0,2,0.015
1,1,DAL,VAN,2007,-2,-3,0,0.05,-0.05,-1.3,2.5,-1.9,2.9,1.3,3.8,-2.5,-0.9,-0.026,0.064,-0.082,2,-1,-2,3,-3,1,3,-0.007,-0.044,73,-0.06,0.8,-0.85,-2,81,-9,0,-3,-1,3,-1,11,-3,-4,3,0,0,-0.115,0,-2,0,4,-0.049,-4,-1,0,1,-0.105,-5,-3,0,-1,-0.096
0,-3,SJS,NSH,2007,3,-6,0.12,0.12,0,-5,2.5,-4.6,2.4,-1,5,-6,-0.8,0.105,-0.152,0.017,10,-7,-3,-1,0,-2,10,-0.102,0.033,224,0.23,0.96,-0.73,4,68,6,0,2,3,20,-5,2,8,0,4,0,1,-0.109,-6,-1,0,2,-0.037,-1,-8,0,0,0.104,1,-4,0,1,0.064
1,1,EDM,CAR,2006,17,12,0.45,0.2,0.25,-0.2,-2.3,-1.7,-1.6,1.3,5,-3.7,-1.7,0.183,0.143,0.067,6,-1,6,-4,-5,3,1,0.103,0.152,-79,0.54,-0.43,0.97,-2,-30,-11,0,4,0,12,2,14,1,5,-3,0,-1,0.179,10,-2,0,0,0.099,3,1,0,-3,0.098,-2,-1,0,1,-0.047
1,1,BUF,CAR,2006,2,-1,0.12,0.3,-0.18,-3.3,-4.8,-2.2,-3.2,0.5,0,0.5,2,0.078,-0.017,-0.102,5,-3,-2,-4,-1,3,-4,0.078,-0.042,-39,0.49,-0.16,0.64,-1,-6,-5,0,0,0,5,4,1,-6,0,0,0,0,0,-2,-1,0,-1,0.047,2,1,0,0,0.037,-2,-2,0,3,-0.055
0,-3,BUF,OTT,2006,3,7,0.43,-0.35,0.78,-0.4,-1.9,1,1.1,3.7,-1.9,5.6,0.6,-0.205,-0.017,0.129,-13,-1,14,-3,0,0,1,0.07,-0.099,298,0.7,1.06,-0.38,0,59,20,0,6,2,16,-12,16,-12,11,1,0,1,-0.01,10,-1,0,-1,0.064,-1,-2,0,2,-0.028,-4,-3,0,3,-0.102
1,3,TBL,OTT,2006,21,17,0.8,-0.62,1.42,4.1,3.2,4.2,5.5,2.7,1,1.7,0.2,-0.257,0.278,0.321,-13,5,17,0,-5,-7,2,0.188,-0.009,503,1.06,2.16,-1.11,-1,140,31,-2,7,2,14,-3,32,-15,12,-1,0,2,0.032,17,-3,0,0,0.117,1,-5,0,4,0.042,1,-4,0,3,0.036
1,2,MTL,CAR,2006,19,7,0.55,0.17,0.38,-1.3,0.7,-2.5,2.4,1,-0.1,1.1,2.4,0.122,0.232,0.038,5,0,5,-4,-8,3,-1,0.14,0.115,-211,0.55,-0.7,1.24,-2,-36,-9,-1,-3,-5,9,9,15,2,2,-3,0,-1,0.144,7,-5,0,0,0.165,3,-2,0,0,0.098,1,-2,0,0,0.038
1,4,NYR,NJD,2006,1,0,-0.21,0.17,-0.38,-1.1,-1.8,-0.4,-1.8,-0.7,0.5,-1.2,2,0.229,-0.114,-0.197,10,-5,-3,-6,0,7,-1,-0.006,0.075,-246,0.06,-1.58,1.65,-1,-132,0,0,3,-1,-5,9,-11,0,-2,0,0,-1,0.015,2,-2,0,1,0.033,1,1,0,0,0.023,2,5,0,0,0.02
1,3,NJD,CAR,2006,11,7,0.65,0.41,0.24,0.1,-0.1,-1,2.8,1.9,1.2,0.7,2.2,0.088,0.031,0.055,3,3,0,-3,1,-3,-5,0.182,0.001,177,1.08,1.1,-0.03,4,92,-7,0,2,0,6,17,21,8,-6,-1,0,-1,0.031,0,0,0,-2,0.053,4,-1,0,2,0.096,0,-4,0,2,0.014
0,-2,EDM,SJS,2006,4,6,0.19,-0.08,0.27,0.1,-3.4,-1.1,-4,0.5,1.1,-0.6,-5,-0.012,0.021,0.136,-1,-5,9,2,-5,2,0,-0.025,0.095,-146,0.07,-1.01,1.07,-4,-84,-4,0,2,3,3,-15,10,-8,4,0,0,-3,0.137,8,0,0,-1,0.066,0,-5,0,2,0.033,-4,-4,0,0,-0.073
1,4,COL,ANA,2006,3,0,-0.35,-0.35,0,-0.7,-1.1,-0.9,-1.7,1.5,0.1,1.4,2.7,-0.066,0.133,0.027,-3,7,-4,-1,1,-3,-11,0.051,0.022,281,0.56,1.2,-0.64,-6,94,3,1,5,3,-13,-3,-8,-11,1,0,0,-2,0.052,1,1,0,2,-0.071,3,-4,0,4,0.093,1,-4,0,-1,0.056
1,2,PHI,BUF,2006,9,7,0.16,-0.24,0.4,3.2,7.5,0.9,5.6,-0.5,1.6,-2.1,0.2,0.005,0.246,0.102,-1,6,2,4,-3,-3,-1,0.104,0.071,-37,0.57,-0.12,0.7,3,-9,-5,0,2,-2,-3,11,-4,1,-2,-5,0,1,0.108,3,-3,0,-2,0.123,-2,1,0,-3,-0.025,5,4,0,-1,0.114
0,-2,EDM,DET,2006,29,23,0.63,-0.44,1.07,4,1.4,2.9,-0.2,4.3,1.1,3.2,-0.5,0.088,0.226,0.342,-2,1,18,-3,-6,-3,7,-0.03,0.419,-87,-0.46,-0.31,-0.14,-4,-12,-21,0,4,1,26,-16,15,-13,11,0,0,0,0.098,17,-2,0,0,0.11,3,-6,0,-6,0.297,-6,-9,0,-3,-0.073
0,-3,COL,DAL,2006,17,1,-0.32,-0.41,0.09,-1.1,-0.9,0,-1.3,-1.5,-3.9,2.4,2.2,0.141,0.38,-0.095,8,6,-4,-1,-7,1,-6,0.088,0.2,318,0.47,0.95,-0.47,-7,61,14,0,10,4,-32,-15,12,2,3,-4,0,-4,0.221,1,4,0,0,-0.093,8,-1,0,1,0.206,10,-5,0,-1,0.313
0,-1,ANA,CGY,2006,5,5,-0.43,-0.36,-0.07,0.1,0.8,1.3,0.5,-3.5,-2,-1.5,-0.4,0.112,0.07,-0.117,8,-4,-1,0,-5,3,12,-0.044,0.052,23,0.07,0.15,-0.07,2,7,5,0,0,-2,-17,-26,-10,9,0,3,0,0,-0.059,2,1,0,-2,0.03,0,-4,0,-3,0.124,1,-2,0,1,0.044
0,-3,SJS,NSH,2006,7,6,-0.14,-0.14,0,0.2,3.9,-0.2,3.7,-1.3,5.9,-7.2,5.4,0.153,-0.021,-0.016,4,5,-4,-5,5,-2,7,-0.176,0.296,475,0.84,2.23,-1.38,1,164,7,0,10,1,16,-2,-13,9,4,2,0,4,-0.127,1,-1,0,3,-0.049,4,0,0,-7,0.232,4,3,0,-2,0.1
0,-3,EDM,ANA,2006,3,9,0.02,-0.24,0.26,0,-0.6,-1.7,-1.9,1.7,4.1,-2.4,-2.6,-0.079,0.053,0.196,-6,4,4,1,1,-3,-2,-0.091,0.148,255,0.49,0.92,-0.43,-4,54,13,1,5,3,20,-6,-3,-18,6,2,0,1,-0.008,10,0,0,2,-0.002,1,-2,0,-1,0.061,-6,-2,0,-2,-0.143
1,1,CGY,TBL,2004,12,3,0.55,0.19,0.36,1.1,0.2,0.4,2.4,2.6,-0.1,2.7,-0.7,-0.025,0.138,0.125,-2,1,5,-3,-3,-2,9,-0.027,0.058,-443,-1.19,-1.76,0.57,-4,-100,-33,-2,-3,-2,23,-11,-1,10,7,2,2,2,-0.158,5,0,-1,1,0.024,-6,-5,-2,1,-0.103,0,-7,3,0,0.026
1,1,PHI,TBL,2004,5,4,0.2,0.07,0.13,-4.5,1.6,-4.8,5,0.6,-0.1,0.7,-0.3,0.063,0,0.027,6,-2,2,2,-1,0,6,0.044,0.059,-372,-0.19,-1.33,1.14,6,-97,-6,0,-6,-10,9,2,-7,-1,4,2,-1,0,0.001,-1,3,-1,1,-0.075,-2,-2,-5,1,0.006,2,-5,-1,-2,0.105
0,-2,CGY,SJS,2004,10,1,0.23,0.08,0.15,1.5,0.6,-0.6,0.2,0.6,3.4,-2.8,-2.2,0.006,0.138,0.067,-1,1,1,-4,-3,-2,4,-0.04,0.034,-337,-1.19,-1.25,0.06,-12,-49,-33,-1,-2,-2,21,-21,-11,17,5,1,7,2,-0.258,7,-2,1,0,0.054,-9,-3,-1,1,-0.303,-4,-7,4,2,-0.148
1,4,MTL,TBL,2004,13,6,0.45,0,0.45,-1,2.4,-0.4,6.2,2.3,-3.2,5.5,-1.7,0,0.2,0.096,0,3,2,-2,-3,-3,-1,0.013,0.149,-54,0.19,-0.49,0.68,9,-56,6,-1,0,2,23,8,4,-11,7,-1,0,1,0.053,2,0,1,1,-0.04,2,-4,-1,1,0.149,1,-9,1,0,0.074
1,2,TOR,PHI,2004,-2,-3,-0.16,-0.22,0.06,0.6,-0.1,1.8,-0.2,1.9,-0.9,2.8,-1.8,-0.093,-0.047,0.027,-4,2,-3,-2,2,-3,1,-0.108,-0.017,-95,-0.89,-0.71,-0.18,1,-51,-15,-1,2,7,-1,-10,3,-21,0,-1,0,1,0,0,-1,-1,0,0.049,2,-2,2,1,0.061,-1,1,-1,1,-0.034
0,-2,CGY,DET,2004,15,2,0.67,0.15,0.52,5,2.1,3.9,3.6,2.9,0.7,2.2,1.8,0.104,0.185,0.103,-2,1,7,-5,-4,0,6,0.08,-0.003,-462,-1.74,-1.61,-0.13,-10,-66,-48,-1,-3,-3,8,-12,18,16,4,5,1,1,-0.202,10,-1,2,0,0.023,-6,-3,3,0,-0.18,-2,-7,5,0,-0.061
1,2,COL,SJS,2004,4,8,-0.21,-0.18,-0.03,-3.8,1.5,-2.5,2.4,-1.4,0.5,-1.9,-1.5,0.094,0.056,-0.058,4,-1,0,-1,-2,2,-2,0.071,0.008,-202,-0.57,-0.79,0.21,-5,-46,-10,1,-2,-4,14,-8,-23,1,4,0,4,-3,0.017,6,0,-1,-1,0.072,-8,0,-2,2,-0.324,-5,0,-1,1,-0.185
1,3,NYI,TBL,2004,15,6,0.1,-0.22,0.32,-0.5,-0.6,-0.2,1.7,1.5,-2,3.5,0.7,0.243,0,0.024,10,-2,0,-5,-1,-1,11,-0.012,0.119,-183,0.07,-1.04,1.11,9,-93,-1,0,0,-1,21,-9,-14,-19,6,0,-3,1,0.094,6,3,-4,2,0.003,-1,-8,-1,1,0.059,1,-10,0,1,0.077
0,-1,MTL,BOS,2004,11,-3,0.01,-0.05,0.06,-1.2,1.1,-3.7,1.6,2.8,-0.8,3.6,0.4,0.048,0.148,0.04,4,1,-5,-3,-3,-5,-17,-0.079,0.212,169,-0.01,0.42,-0.44,3,14,21,1,0,2,0,25,2,-19,-4,-4,0,0,0.101,-6,-3,4,2,-0.108,10,2,3,0,0.257,6,-5,1,1,0.173
1,3,NJD,PHI,2004,1,2,0.19,0.27,-0.08,4.3,-2,5.1,-3.1,-0.3,1.1,-1.4,1.1,-0.1,0.2,-0.08,-6,5,-2,-4,-2,2,-4,-0.135,0.14,463,0.7,1.63,-0.93,4,100,15,-1,6,13,15,4,-3,12,0,-1,0,2,-0.028,1,-1,-2,0,0.075,0,-2,2,-1,0.011,1,3,2,2,0.021
1,1,OTT,TOR,2004,1,1,-0.25,0.19,-0.44,-1.5,-0.2,-1.4,0.2,-2,1.5,-3.5,5,0.247,0.176,-0.205,7,3,-8,-3,-2,6,-2,0.077,-0.018,182,0.2,0.8,-0.6,0,51,14,0,3,-2,-8,11,-18,17,-2,-2,1,-1,0.035,0,-3,2,-2,0.063,2,2,1,-3,0.089,3,7,2,0,0.103
1,2,NSH,DET,2004,18,10,0.48,-0.35,0.83,3.2,5,3.5,5.7,3.1,-2.3,5.4,3.6,0.071,0.103,0.27,0,-1,11,-1,-3,-4,6,0.177,-0.003,-394,-2.46,-1.4,-1.06,-3,-64,-48,0,-1,-1,7,-7,21,-1,4,4,-5,0,0.06,9,0,1,-2,0.063,-2,-8,3,1,-0.032,-3,-7,3,0,-0.08
1,3,STL,SJS,2004,13,12,0.34,-0.18,0.52,-1.3,0.7,-0.7,1.6,0.9,3.3,-2.4,-1.4,-0.092,0.217,0.234,-5,1,8,-2,-6,-1,3,0.048,0.026,-183,-0.26,-0.86,0.61,-5,-54,-13,1,-4,3,14,-6,4,-2,2,-3,5,2,-0.073,7,-2,0,1,0.054,-2,-1,-4,1,-0.076,-3,-5,3,3,-0.125
0,-1,CGY,VAN,2004,7,-7,0.43,0.22,0.21,-0.1,1.3,-1.8,-0.5,1.6,1.1,0.5,0.5,-0.074,0.054,0.197,-1,-2,4,2,-3,-5,7,-0.061,0.036,-154,-0.41,-0.39,-0.02,-7,10,-28,1,0,-3,13,-9,5,18,-1,5,4,3,-0.358,-1,-2,-1,1,0.049,-4,-6,2,-1,-0.037,3,-7,7,1,0.078
1,3,DAL,COL,2004,3,-6,0.51,0.28,0.23,4.5,-2.1,4,-1.8,2.6,5.2,-2.6,-1.4,-0.125,-0.089,0.187,0,-3,2,1,1,-6,6,-0.136,0.075,150,0.53,0.7,-0.16,4,56,-4,0,0,5,14,14,20,-10,-3,0,1,5,-0.18,1,1,-1,1,-0.018,5,0,-1,0,0.18,0,-7,4,2,0.006
1,1,ANA,NJD,2003,13,4,0.15,-0.33,0.48,-4.2,0.5,-4.1,0.7,4.3,-5.4,9.7,-4.5,0,0.199,0.25,0,5,1,0,-1,-6,6,0.041,0.053,-387,-0.65,-1.52,0.87,4,-105,-11,1,-6,-8,-8,-1,8,-6,5,-3,1,-1,0.129,7,-3,3,-2,0.081,0,0,-1,1,0,1,-6,0,0,0.078
0,-1,NJD,OTT,2003,5,7,0.58,0.2,0.38,9.3,-3,8.6,-4.4,-1.9,1.2,-3.1,-3.6,-0.044,0.277,-0.05,-8,5,9,2,-5,4,3,0.017,0.131,-65,-0.38,-0.79,0.41,-6,-69,3,-1,7,1,17,-10,7,15,7,1,0,-1,0.036,3,2,-3,-1,0.054,1,-7,-1,-2,0.212,-3,3,-2,-1,-0.107
0,-4,ANA,MIN,2003,0,0,-0.07,-0.18,0.11,-1.9,-1.4,-1.9,-0.8,-2,-0.5,-1.5,-8.4,-0.047,0.254,0.038,-3,6,-1,6,-2,-2,-6,0.194,-0.061,-137,0.38,-0.77,1.15,2,-68,7,1,2,-7,-5,12,-7,0,3,-4,-1,-2,0.263,4,-3,-1,-3,0.203,0,8,0,-2,-0.045,-1,4,3,-1,-0.054
0,-2,ANA,DAL,2003,16,7,0.51,-0.29,0.8,2.9,-1.8,2.4,-1.6,2.7,-3.7,6.4,-5,-0.059,0.258,0.32,-14,11,9,-5,1,-6,2,0.038,0.095,-146,0.36,-0.33,0.69,4,-17,-4,1,-3,-8,4,-3,8,-5,10,-1,1,-2,0.132,11,-2,2,-3,0.116,3,-4,1,0,0.131,3,-11,3,1,0.148
0,-1,MIN,VAN,2003,9,6,0.81,0.37,0.44,6.5,-1.9,5.5,-1.8,3.7,-1.9,5.6,3,0.032,0.103,0.064,-6,4,5,-6,-1,1,7,-0.256,0.248,23,-0.27,0.05,-0.33,2,7,-9,1,0,4,25,-6,36,19,4,4,3,1,-0.22,5,1,5,0,-0.135,1,-8,-1,0,0.114,0,-7,-2,1,0.036
1,3,TBL,NJD,2003,15,4,-0.04,-0.54,0.5,-6,5.3,-6,6,2.5,-4.4,6.9,0.5,0.175,-0.209,0.3,13,-3,0,0,4,-9,8,0.108,0.067,-205,-1.47,-0.98,-0.49,7,-87,5,1,-7,-1,-3,-11,3,-21,6,-2,1,-1,0.113,9,-2,1,-2,0.119,2,-3,-4,1,0.106,1,-4,-5,-1,0.098
1,2,PHI,OTT,2003,6,6,0.64,0.2,0.44,6.9,-0.3,7.3,-1.5,-1.1,0.2,-1.3,-5.1,-0.096,0.19,0.107,-2,6,3,6,-2,-3,12,-0.019,0.112,-187,-0.57,-1.03,0.46,-7,-79,11,0,-2,-5,19,-9,6,9,11,1,1,0,-0.007,6,2,-1,-1,0.018,-2,-6,-2,1,0.081,1,3,-6,0,0.056
1,3,NYI,OTT,2003,30,15,0.48,-0.6,1.08,6.1,1.4,5.4,-0.3,0.2,-3.5,3.7,-4,0.047,0.359,0.266,5,6,6,3,-7,-9,14,0.157,0.173,-251,-0.3,-1.46,1.15,-6,-107,-11,0,5,-2,3,-44,4,8,13,-2,-2,0,0.203,8,1,-3,0,0.076,0,-16,-3,-1,0.253,-2,-7,-4,-1,0
1,3,BOS,NJD,2003,21,8,-0.36,-0.87,0.51,-6.3,5.2,-4.2,5.2,-0.4,-4.7,4.3,1.1,0,0.356,0.233,8,7,-5,3,-4,-10,8,0.033,0.139,-265,-0.32,-0.9,0.58,4,-54,-15,1,-9,-1,-13,-19,-15,-36,5,-3,1,1,0.071,7,-2,2,1,0.007,-1,-4,-3,1,0.017,4,-10,-3,-1,0.191
1,2,WSH,TBL,2003,1,1,-0.06,-0.12,0.06,0.7,1.3,0.6,1.2,2.1,-1.9,4,1,-0.131,0.336,-0.02,-9,7,-1,0,-4,0,-3,-0.051,0.004,81,1.06,0.59,0.47,-5,63,-13,0,6,-3,-6,3,-11,6,-4,0,-1,1,-0.042,-3,1,1,1,-0.091,-3,-1,2,1,-0.103,0,-5,5,1,-0.004
1,1,TOR,PHI,2003,9,2,-0.31,-0.52,0.21,-3.3,-1.7,-3.7,-1.8,4.6,-4.9,9.5,1.5,0.067,0.043,0.083,-3,0,4,-6,-1,-1,-12,0.097,0.017,-10,-1.05,-0.18,-0.87,5,-15,-14,0,3,5,-9,5,9,-18,-1,-4,-3,-1,0.219,2,-1,0,0,0.034,3,0,2,0,0.07,-7,-5,4,-1,-0.194
1,2,EDM,DAL,2003,19,12,0.17,-0.74,0.91,4.5,3,4.7,1.9,2.1,-2.1,4.2,-0.9,0.042,0.07,0.392,-9,10,9,-5,5,-9,1,0.1,0.139,165,-0.03,1.08,-1.11,0,80,13,0,-3,-3,6,-8,1,-31,8,-1,-1,-1,0.134,17,-1,-1,-3,0.214,2,-7,2,-3,0.141,6,-10,1,-2,0.253
0,-4,ANA,DET,2003,15,7,0.8,0.13,0.67,7.7,-2,7.9,-1.5,2.4,-0.2,2.6,-3,0.006,0.376,0.129,-6,6,8,-2,-5,0,9,0.019,0.119,-82,-0.17,-0.4,0.23,-4,-22,-8,0,6,-5,17,5,23,4,10,-1,-1,0,0.132,12,-2,2,-1,0.079,-1,-2,-1,-1,0.005,-3,-6,0,-1,-0.067
0,-1,MIN,COL,2003,10,1,0.65,0.2,0.45,4.5,-3.5,4.3,-5.2,3.7,-0.2,3.9,1.1,-0.085,0.008,0.201,-7,2,5,-8,1,-3,13,-0.249,0.125,117,-0.52,0.28,-0.8,-1,12,5,0,2,5,22,-15,28,9,4,5,4,3,-0.297,1,2,5,2,-0.212,-3,-10,2,0,-0.061,0,-10,-2,1,0.056
1,1,STL,VAN,2003,5,5,0.13,-0.17,0.3,0.2,2.3,-0.4,2.6,1,1.6,-0.6,0.8,-0.025,0.214,0.066,0,6,-2,6,-3,-4,7,0.077,0.009,376,1.11,1.24,-0.15,4,69,18,2,6,6,19,-16,16,8,11,2,1,-3,0.126,10,-1,4,-3,0.052,-7,-1,1,-1,-0.162,-2,-2,-1,-1,-0.034
1,3,CAR,DET,2002,25,12,0.41,-0.37,0.78,4.2,2.3,5.1,3.7,2.4,-0.7,3.1,-4.7,0.151,0.095,0.236,4,8,4,-4,1,-6,5,0.129,0.228,31,-0.52,0.11,-0.63,-1,14,-11,0,5,1,-3,-17,25,-7,6,-4,-2,1,0.181,15,0,0,0,0.056,1,-10,-1,0,0.161,1,-5,-1,-1,0.075
1,2,TOR,CAR,2002,-9,-11,-0.39,0.13,-0.52,0.6,-0.8,-0.5,-2.3,0.1,2.1,-2,4.3,-0.07,0.167,-0.189,-1,0,-7,2,-4,3,-3,-0.072,-0.098,-190,0.16,-0.39,0.54,0,0,-20,0,-7,-2,-9,10,-22,-2,-7,2,1,0,-0.141,-11,-3,0,1,0,-1,5,2,1,-0.111,0,-1,3,1,-0.015
1,1,COL,DET,2002,17,0,0.47,0.22,0.25,2.3,-1,2.4,-0.6,3.5,-0.2,3.7,0,0,0.262,0.032,4,2,0,-1,-9,-1,8,0.028,0.063,46,0.17,0.31,-0.14,0,38,-14,0,3,1,6,0,19,10,4,-2,0,3,0.007,3,0,1,2,-0.069,-3,-5,0,1,-0.017,0,-8,1,1,0.041
1,2,MTL,CAR,2002,4,-5,0.13,0.1,0.03,1.1,-2.6,-0.3,-3.9,3.1,-4.7,7.8,3.3,0.016,0.042,0.069,4,-7,2,1,-5,-1,-4,-0.012,0.028,48,1.14,0.62,0.52,-6,70,-4,-1,-4,-1,11,11,-7,7,-2,0,2,2,-0.118,-4,-4,-1,1,0.081,0,0,2,-1,-0.007,2,-1,3,0,0.056
1,1,OTT,TOR,2002,6,4,0.08,-0.02,0.1,-1.1,0.1,-1.3,-0.8,-1.6,-1,-0.6,1.7,0.163,-0.088,0.011,6,-2,-3,-4,1,-2,-3,0.001,0.056,-130,-0.46,-0.84,0.39,-8,-62,0,0,2,-1,7,3,15,1,2,2,2,0,-0.088,3,2,1,0,-0.063,4,-4,2,-1,0.175,2,-2,0,0,0.074
1,3,STL,DET,2002,18,4,0.29,-0.01,0.3,2.9,0.8,2.9,2.1,2,3.8,-1.8,1.5,0.183,0.151,0.034,5,5,-2,-6,-2,-2,8,0.002,0.131,-290,-0.6,-1.08,0.48,-8,-47,-30,0,2,-5,7,-1,2,-3,4,-2,0,2,0.036,7,-1,-2,1,0.069,-1,-6,1,-1,0.06,3,-5,3,-1,0.125
1,1,SJS,COL,2002,0,-1,-0.43,-0.37,-0.06,2.3,1.2,1.9,-0.6,0.3,-2,2.3,2.4,0.143,-0.02,-0.032,5,1,-5,0,2,-1,-8,-0.028,0.131,-242,-0.7,-1.19,0.49,1,-87,-10,0,0,-2,-9,-1,-13,-20,-5,2,-1,0,-0.068,1,-2,-3,0,0.125,3,1,2,-2,0.067,3,4,1,-1,0.08
0,-2,MTL,BOS,2002,14,0,0.36,-0.1,0.46,-1.2,0.8,-1.6,2.3,6.2,-6.6,12.8,-4.8,0.013,0.022,0.191,8,-4,3,1,-3,-5,3,0.086,0.049,480,0.47,1.53,-1.06,-6,76,46,1,4,6,18,2,9,-5,6,-2,-2,2,0.102,4,1,-1,1,0.004,-1,-6,-1,0,0.036,1,-3,-2,1,0.053
0,-3,OTT,PHI,2002,3,3,-0.11,-0.2,0.09,-3.6,2,-5.4,1.1,-0.3,0.2,-0.5,-0.2,0.077,-0.133,0.136,2,0,-2,-2,5,-6,0,-0.064,0.085,-100,-0.9,-1.16,0.25,-6,-109,14,0,4,2,-4,-4,11,-11,-1,4,1,-1,-0.115,-1,2,5,0,-0.165,3,-5,2,0,0.143,0,-2,1,0,0.003
1,2,NJD,CAR,2002,-4,-6,0.15,0.37,-0.22,-0.8,-0.1,-0.5,0.4,-1.2,3.8,-5,6.6,-0.043,0.167,-0.214,-3,-5,2,-1,-9,8,-1,-0.104,-0.031,12,1.44,0.63,0.81,-3,79,-14,-1,-3,-3,7,15,-8,5,-1,3,3,0,-0.164,-2,-2,-1,0,0.072,-1,5,1,0,-0.085,-1,-2,2,0,-0.028
1,1,NYI,TOR,2002,4,4,0.13,-0.16,0.29,-0.8,-1.3,0.3,-3.2,0.2,-3,3.2,0.1,0.045,-0.088,0.067,-3,-2,6,-5,1,1,-5,0.049,0.009,-43,-0.27,-0.5,0.24,-1,-53,11,0,0,1,-1,-10,18,9,1,-2,2,0,0.008,3,3,-2,0,-0.011,0,1,-1,-1,0.014,0,0,-1,1,0
1,2,VAN,DET,2002,22,3,-0.04,-0.29,0.25,1.7,0.8,2.3,2.6,2.6,0.9,1.7,0.7,0.238,0.295,0.047,8,9,-5,-3,-3,-4,1,0.117,0.175,-294,-0.54,-0.44,-0.1,-3,21,-40,0,-9,-4,-20,-2,9,-20,-4,-4,1,1,0.017,2,-3,1,1,0.027,3,-5,2,0,0.157,3,-8,1,0,0.137
1,1,LAK,COL,2002,4,4,-0.02,-0.26,0.24,-2.7,0.4,-3,1.2,1.8,1.5,0.3,0.2,0.167,-0.071,0.015,0,2,3,-5,5,1,-4,0.068,0.084,-341,-0.65,-1.18,0.53,-3,-60,-29,0,-2,-5,0,-1,6,-7,-1,2,-1,-2,0.019,8,-1,0,-1,0.074,2,-2,0,-1,0.089,1,2,-1,-1,0.029
1,3,PHX,SJS,2002,4,6,0.24,-0.13,0.37,0.1,2.6,0.3,4.4,0.6,-0.1,0.7,0.8,-0.018,-0.112,0.214,-2,1,5,2,5,-7,1,0.072,0.008,95,0.45,0.46,0,-4,34,5,0,1,0,-8,-17,17,12,3,-2,0,-2,0.128,5,0,2,-2,0.022,3,-3,-1,0,0.144,-2,-6,1,0,-0.046
1,3,CHI,STL,2002,2,-1,0.14,-0.23,0.37,-0.5,3.7,-1.7,3.8,1.3,-2.8,4.1,1.9,-0.183,-0.008,0.236,-5,-2,9,3,-1,-2,-2,0.062,0.008,109,1.14,0.94,0.2,8,79,-7,0,-5,2,-7,-12,18,-5,-2,1,0,1,-0.077,-2,1,0,1,-0.056,4,-2,0,2,0.126,-1,-4,-2,2,-0.02
1,1,NJD,COL,2001,7,3,-0.31,-0.04,-0.27,-0.9,-1.9,-2,-1.5,-2.4,0.4,-2.8,1.9,0.187,0.05,-0.138,0,8,-4,-8,1,4,0,0.046,0.053,-97,0.29,-0.16,0.45,-1,0,-7,-1,3,-8,-7,-8,-12,-2,1,0,1,0,-0.021,5,0,3,1,-0.07,-1,0,1,1,-0.058,-2,-2,-2,-1,-0.049
